"claims","total_cost","payout","cost_if_insured","cost_if_uninsured"
1,57.4885312176773,0,732.488531217677,57.4885312176773
2,1310.27311640639,1060.27311640639,925,1310.27311640639
2,799.356739872056,549.356739872056,925,799.356739872056
0,0,0,675,0
2,1407.64588639164,1157.64588639164,925,1407.64588639164
1,598.747865809119,348.747865809119,925,598.747865809119
3,2199.38211602516,1949.38211602516,925,2199.38211602516
1,945.274505026725,695.274505026725,925,945.274505026725
1,894.943585550753,644.943585550753,925,894.943585550753
2,431.384561933561,181.384561933561,925,431.384561933561
0,0,0,675,0
2,1086.13759675113,836.137596751129,925,1086.13759675113
1,692.831210284136,442.831210284136,925,692.831210284136
1,219.158065734672,0,894.158065734672,219.158065734672
1,355.902476855388,105.902476855388,925,355.902476855388
0,0,0,675,0
0,0,0,675,0
1,107.974481206817,0,782.974481206817,107.974481206817
0,0,0,675,0
2,787.771108952977,537.771108952977,925,787.771108952977
0,0,0,675,0
1,590.54717019199,340.54717019199,925,590.54717019199
0,0,0,675,0
0,0,0,675,0
1,316.485705296459,66.4857052964589,925,316.485705296459
2,1610.02164489234,1360.02164489234,925,1610.02164489234
0,0,0,675,0
1,458.20005959487,208.20005959487,925,458.20005959487
0,0,0,675,0
1,264.378451685911,14.3784516859112,925,264.378451685911
0,0,0,675,0
1,1172.74431526157,922.744315261566,925,1172.74431526157
1,428.709833107971,178.709833107971,925,428.709833107971
0,0,0,675,0
1,228.271002521855,0,903.271002521855,228.271002521855
0,0,0,675,0
1,217.2095293808,0,892.2095293808,217.2095293808
0,0,0,675,0
2,1102.05167416609,852.051674166088,925,1102.05167416609
3,1566.84364254258,1316.84364254258,925,1566.84364254258
0,0,0,675,0
0,0,0,675,0
1,389.879920992037,139.879920992037,925,389.879920992037
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,763.817341934829,513.817341934829,925,763.817341934829
0,0,0,675,0
1,285.173998891018,35.1739988910176,925,285.173998891018
1,217.700836081198,0,892.700836081198,217.700836081198
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,774.810833505808,524.810833505808,925,774.810833505808
2,581.894833682293,331.894833682293,925,581.894833682293
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,1075.97370482046,825.973704820457,925,1075.97370482046
1,630.730171307302,380.730171307302,925,630.730171307302
2,368.346077087413,118.346077087413,925,368.346077087413
1,116.345584998885,0,791.345584998885,116.345584998885
0,0,0,675,0
0,0,0,675,0
2,1793.95432515552,1543.95432515552,925,1793.95432515552
0,0,0,675,0
0,0,0,675,0
1,283.380819925789,33.3808199257894,925,283.380819925789
0,0,0,675,0
2,1842.80803599448,1592.80803599448,925,1842.80803599448
0,0,0,675,0
0,0,0,675,0
1,143.465189072517,0,818.465189072517,143.465189072517
0,0,0,675,0
1,943.805800960855,693.805800960855,925,943.805800960855
1,350.345191408353,100.345191408353,925,350.345191408353
1,266.79615548634,16.7961554863396,925,266.79615548634
2,442.275395783584,192.275395783584,925,442.275395783584
2,742.81110946135,492.81110946135,925,742.81110946135
0,0,0,675,0
1,156.21074111913,0,831.21074111913,156.21074111913
0,0,0,675,0
1,657.318195805547,407.318195805547,925,657.318195805547
2,413.906914508579,163.906914508579,925,413.906914508579
2,1184.21546193925,934.215461939247,925,1184.21546193925
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,1096.99303713465,846.993037134653,925,1096.99303713465
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,163.777005194278,0,838.777005194278,163.777005194278
1,602.829081043668,352.829081043668,925,602.829081043668
2,511.470978298244,261.470978298244,925,511.470978298244
1,158.853350168323,0,833.853350168323,158.853350168323
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,501.069875467721,251.069875467721,925,501.069875467721
0,0,0,675,0
3,1739.15343392341,1489.15343392341,925,1739.15343392341
0,0,0,675,0
0,0,0,675,0
2,650.657062938877,400.657062938877,925,650.657062938877
1,649.556755222456,399.556755222456,925,649.556755222456
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,549.584988902785,299.584988902785,925,549.584988902785
2,554.867733299527,304.867733299527,925,554.867733299527
1,210.493134517322,0,885.493134517322,210.493134517322
0,0,0,675,0
1,251.012728865629,1.01272886562879,925,251.012728865629
2,1465.28100169942,1215.28100169942,925,1465.28100169942
1,454.071178076631,204.071178076631,925,454.071178076631
1,336.216800440095,86.216800440095,925,336.216800440095
1,177.718613790544,0,852.718613790544,177.718613790544
1,161.827482627805,0,836.827482627805,161.827482627805
1,231.075755032876,0,906.075755032876,231.075755032876
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,540.650329912916,290.650329912916,925,540.650329912916
1,146.052024512881,0,821.052024512881,146.052024512881
1,305.229547911336,55.2295479113357,925,305.229547911336
0,0,0,675,0
3,873.247357714291,623.247357714291,925,873.247357714291
0,0,0,675,0
1,129.774367715868,0,804.774367715868,129.774367715868
0,0,0,675,0
1,596.296452143246,346.296452143246,925,596.296452143246
2,855.91944459004,605.91944459004,925,855.91944459004
2,737.999373883897,487.999373883897,925,737.999373883897
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,359.085946012101,109.085946012101,925,359.085946012101
2,526.413870337685,276.413870337685,925,526.413870337685
0,0,0,675,0
1,194.606375705724,0,869.606375705724,194.606375705724
2,615.395459159929,365.395459159929,925,615.395459159929
1,230.449375003597,0,905.449375003597,230.449375003597
1,298.197571801984,48.1975718019841,925,298.197571801984
0,0,0,675,0
1,1187.15873389313,937.15873389313,925,1187.15873389313
1,515.619871615041,265.619871615041,925,515.619871615041
0,0,0,675,0
2,916.29615167672,666.29615167672,925,916.29615167672
0,0,0,675,0
1,561.314046167348,311.314046167348,925,561.314046167348
3,1588.61851799548,1338.61851799548,925,1588.61851799548
0,0,0,675,0
0,0,0,675,0
2,714.7451415648,464.7451415648,925,714.7451415648
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
3,446.481552229357,196.481552229357,925,446.481552229357
0,0,0,675,0
1,176.249121508647,0,851.249121508647,176.249121508647
3,941.5540513958,691.5540513958,925,941.5540513958
1,122.866955003118,0,797.866955003118,122.866955003118
1,245.291413533874,0,920.291413533874,245.291413533874
3,1355.43606368096,1105.43606368096,925,1355.43606368096
3,634.34142953381,384.34142953381,925,634.34142953381
2,421.203045026502,171.203045026502,925,421.203045026502
1,569.813042454539,319.813042454539,925,569.813042454539
1,810.753673759132,560.753673759132,925,810.753673759132
0,0,0,675,0
0,0,0,675,0
1,1045.67213552404,795.672135524042,925,1045.67213552404
1,166.622526343343,0,841.622526343343,166.622526343343
0,0,0,675,0
1,159.246970294804,0,834.246970294804,159.246970294804
1,1659.00999281615,1409.00999281615,925,1659.00999281615
0,0,0,675,0
1,195.263083890926,0,870.263083890926,195.263083890926
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
3,2735.70734915148,2485.70734915148,925,2735.70734915148
0,0,0,675,0
0,0,0,675,0
1,344.905607564307,94.9056075643072,925,344.905607564307
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,729.663335616283,479.663335616283,925,729.663335616283
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,323.715393778541,73.7153937785409,925,323.715393778541
1,424.751186873434,174.751186873434,925,424.751186873434
1,204.802258983542,0,879.802258983542,204.802258983542
0,0,0,675,0
3,825.43815471163,575.43815471163,925,825.43815471163
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,1075.3477845331,825.347784533104,925,1075.3477845331
1,251.953391079845,1.95339107984532,925,251.953391079845
0,0,0,675,0
1,1137.92211854173,887.92211854173,925,1137.92211854173
1,225.717569886125,0,900.717569886125,225.717569886125
1,605.433452089446,355.433452089446,925,605.433452089446
0,0,0,675,0
1,872.050169931229,622.050169931229,925,872.050169931229
1,197.379935371206,0,872.379935371206,197.379935371206
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,189.561217065827,0,864.561217065827,189.561217065827
1,389.075039812109,139.075039812109,925,389.075039812109
1,1137.68430260373,887.684302603732,925,1137.68430260373
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,726.82711972838,476.82711972838,925,726.82711972838
0,0,0,675,0
0,0,0,675,0
1,230.437761015236,0,905.437761015236,230.437761015236
0,0,0,675,0
1,89.9485433495853,0,764.948543349585,89.9485433495853
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,666.600762230527,416.600762230527,925,666.600762230527
1,240.196168489842,0,915.196168489842,240.196168489842
2,1143.2888293098,893.288829309796,925,1143.2888293098
0,0,0,675,0
2,645.913055402747,395.913055402747,925,645.913055402747
1,267.275399803048,17.275399803048,925,267.275399803048
0,0,0,675,0
0,0,0,675,0
3,1202.95172263113,952.951722631126,925,1202.95172263113
1,127.205713488074,0,802.205713488074,127.205713488074
2,851.423421219269,601.423421219269,925,851.423421219269
1,97.9155031712216,0,772.915503171222,97.9155031712216
2,880.671622550674,630.671622550674,925,880.671622550674
2,648.887733126384,398.887733126384,925,648.887733126384
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,849.241858897648,599.241858897648,925,849.241858897648
1,305.615486030177,55.6154860301767,925,305.615486030177
1,176.097377338912,0,851.097377338912,176.097377338912
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,725.026210745028,475.026210745028,925,725.026210745028
1,935.195918634918,685.195918634918,925,935.195918634918
1,217.03324514466,0,892.03324514466,217.03324514466
0,0,0,675,0
1,1044.49058420291,794.490584202912,925,1044.49058420291
0,0,0,675,0
2,959.230695580176,709.230695580176,925,959.230695580176
0,0,0,675,0
0,0,0,675,0
1,324.768084942155,74.7680849421554,925,324.768084942155
1,711.268307670798,461.268307670798,925,711.268307670798
1,180.19449602262,0,855.19449602262,180.19449602262
2,1162.38523691306,912.385236913056,925,1162.38523691306
0,0,0,675,0
0,0,0,675,0
1,454.140090227897,204.140090227897,925,454.140090227897
0,0,0,675,0
0,0,0,675,0
1,294.953014492405,44.9530144924048,925,294.953014492405
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
3,861.60059446873,611.60059446873,925,861.60059446873
0,0,0,675,0
1,344.556288274348,94.5562882743478,925,344.556288274348
1,578.136889875778,328.136889875778,925,578.136889875778
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,369.77251754894,119.77251754894,925,369.77251754894
0,0,0,675,0
1,325.060250510322,75.0602505103218,925,325.060250510322
4,1973.51075497721,1723.51075497721,925,1973.51075497721
1,506.149484305418,256.149484305418,925,506.149484305418
0,0,0,675,0
0,0,0,675,0
1,1229.06065611928,979.060656119284,925,1229.06065611928
1,817.684514031114,567.684514031114,925,817.684514031114
2,995.251478471138,745.251478471138,925,995.251478471138
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,261.937871029364,11.9378710293644,925,261.937871029364
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,780.666081551051,530.666081551051,925,780.666081551051
0,0,0,675,0
0,0,0,675,0
3,1380.36336712587,1130.36336712587,925,1380.36336712587
0,0,0,675,0
1,516.676119757044,266.676119757044,925,516.676119757044
1,844.244398281381,594.244398281381,925,844.244398281381
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,75.561739582125,0,750.561739582125,75.561739582125
0,0,0,675,0
1,108.332191952747,0,783.332191952747,108.332191952747
2,470.187113954535,220.187113954535,925,470.187113954535
0,0,0,675,0
2,546.170964444023,296.170964444023,925,546.170964444023
0,0,0,675,0
0,0,0,675,0
1,3794.62784321651,3544.62784321651,925,3794.62784321651
1,494.38936777359,244.38936777359,925,494.38936777359
0,0,0,675,0
1,312.139579794485,62.1395797944849,925,312.139579794485
1,313.481225895033,63.4812258950328,925,313.481225895033
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,386.560924747794,136.560924747794,925,386.560924747794
1,138.142610667998,0,813.142610667998,138.142610667998
2,695.074439496683,445.074439496683,925,695.074439496683
0,0,0,675,0
1,216.415591874388,0,891.415591874388,216.415591874388
0,0,0,675,0
1,483.828586238294,233.828586238294,925,483.828586238294
0,0,0,675,0
2,360.580575910809,110.580575910809,925,360.580575910809
1,572.690915190816,322.690915190816,925,572.690915190816
0,0,0,675,0
1,288.991399613886,38.9913996138855,925,288.991399613886
1,245.46081563597,0,920.46081563597,245.46081563597
1,358.159235177752,108.159235177752,925,358.159235177752
0,0,0,675,0
2,719.739203121303,469.739203121303,925,719.739203121303
0,0,0,675,0
2,475.46801184327,225.46801184327,925,475.46801184327
0,0,0,675,0
3,1469.93970864006,1219.93970864006,925,1469.93970864006
1,520.528051658445,270.528051658445,925,520.528051658445
0,0,0,675,0
1,194.510056507628,0,869.510056507628,194.510056507628
0,0,0,675,0
1,252.675951432243,2.67595143224287,925,252.675951432243
0,0,0,675,0
1,1485.30670129008,1235.30670129008,925,1485.30670129008
0,0,0,675,0
3,4575.08433315922,4325.08433315922,925,4575.08433315922
1,670.914751279664,420.914751279664,925,670.914751279664
0,0,0,675,0
1,279.49897090539,29.4989709053898,925,279.49897090539
2,523.026588104769,273.026588104769,925,523.026588104769
0,0,0,675,0
1,130.661962807592,0,805.661962807592,130.661962807592
0,0,0,675,0
1,293.178547330497,43.1785473304972,925,293.178547330497
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,221.954801304482,0,896.954801304482,221.954801304482
0,0,0,675,0
2,901.889205599977,651.889205599977,925,901.889205599977
0,0,0,675,0
1,264.240532871388,14.2405328713879,925,264.240532871388
0,0,0,675,0
2,404.052983403676,154.052983403676,925,404.052983403676
0,0,0,675,0
1,279.347738460201,29.347738460201,925,279.347738460201
2,662.771882200194,412.771882200194,925,662.771882200194
0,0,0,675,0
3,963.367389357047,713.367389357047,925,963.367389357047
0,0,0,675,0
0,0,0,675,0
2,345.263352950822,95.2633529508217,925,345.263352950822
2,636.161410882434,386.161410882434,925,636.161410882434
0,0,0,675,0
1,518.72963877098,268.72963877098,925,518.72963877098
1,208.844998625024,0,883.844998625024,208.844998625024
1,233.447604583586,0,908.447604583586,233.447604583586
1,244.744305625656,0,919.744305625656,244.744305625656
1,100.811766832297,0,775.811766832297,100.811766832297
1,305.135187858128,55.1351878581282,925,305.135187858128
1,501.410221759946,251.410221759946,925,501.410221759946
0,0,0,675,0
1,90.8826961437104,0,765.88269614371,90.8826961437104
0,0,0,675,0
0,0,0,675,0
1,657.510778222317,407.510778222317,925,657.510778222317
1,1778.6280531324,1528.6280531324,925,1778.6280531324
0,0,0,675,0
1,314.570720863317,64.5707208633165,925,314.570720863317
2,653.943290253077,403.943290253077,925,653.943290253077
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,1124.1997246497,874.199724649699,925,1124.1997246497
1,249.765890361536,0,924.765890361536,249.765890361536
2,884.409208696711,634.409208696711,925,884.409208696711
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,1733.09462910181,1483.09462910181,925,1733.09462910181
1,176.558611265152,0,851.558611265152,176.558611265152
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,221.334776580041,0,896.334776580042,221.334776580041
1,74.5213391198864,0,749.521339119886,74.5213391198864
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,1271.43059049048,1021.43059049048,925,1271.43059049048
0,0,0,675,0
0,0,0,675,0
2,776.955367222486,526.955367222486,925,776.955367222486
0,0,0,675,0
2,1272.79335986281,1022.79335986281,925,1272.79335986281
0,0,0,675,0
1,267.464552860752,17.4645528607521,925,267.464552860752
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,566.759453519753,316.759453519753,925,566.759453519753
0,0,0,675,0
0,0,0,675,0
2,772.322773503257,522.322773503257,925,772.322773503257
0,0,0,675,0
2,907.758297116326,657.758297116326,925,907.758297116326
0,0,0,675,0
1,159.244905134388,0,834.244905134388,159.244905134388
1,103.041073623185,0,778.041073623185,103.041073623185
1,455.243093462154,205.243093462154,925,455.243093462154
1,197.26159130561,0,872.26159130561,197.26159130561
1,1150.93062770943,900.930627709432,925,1150.93062770943
0,0,0,675,0
2,426.642779139965,176.642779139965,925,426.642779139965
1,186.95793909698,0,861.95793909698,186.95793909698
1,405.233846522922,155.233846522922,925,405.233846522922
1,835.437636430061,585.437636430061,925,835.437636430061
2,501.925447508502,251.925447508502,925,501.925447508502
0,0,0,675,0
0,0,0,675,0
2,765.872107144273,515.872107144273,925,765.872107144273
1,233.070985852308,0,908.070985852308,233.070985852308
2,758.378321384747,508.378321384747,925,758.378321384747
0,0,0,675,0
2,606.37923322985,356.37923322985,925,606.37923322985
1,298.845262343763,48.845262343763,925,298.845262343763
1,405.166860904895,155.166860904895,925,405.166860904895
0,0,0,675,0
0,0,0,675,0
1,209.572652098709,0,884.572652098709,209.572652098709
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,309.070637016577,59.0706370165766,925,309.070637016577
0,0,0,675,0
2,402.20154971671,152.20154971671,925,402.20154971671
1,404.683744917022,154.683744917022,925,404.683744917022
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,278.081416008621,28.0814160086212,925,278.081416008621
2,576.574855881704,326.574855881704,925,576.574855881704
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,220.209959168481,0,895.209959168481,220.209959168481
1,354.39144435967,104.39144435967,925,354.39144435967
2,670.955256288784,420.955256288784,925,670.955256288784
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,100.053718514746,0,775.053718514746,100.053718514746
0,0,0,675,0
2,711.633991621194,461.633991621194,925,711.633991621194
1,258.840511839321,8.84051183932064,925,258.840511839321
0,0,0,675,0
1,165.054692344475,0,840.054692344475,165.054692344475
2,1036.46104284547,786.461042845466,925,1036.46104284547
1,1185.59417997725,935.594179977249,925,1185.59417997725
2,800.454994887172,550.454994887172,925,800.454994887172
3,1666.61195622083,1416.61195622083,925,1666.61195622083
0,0,0,675,0
0,0,0,675,0
1,304.597285305269,54.5972853052687,925,304.597285305269
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,350.696235274299,100.696235274299,925,350.696235274299
0,0,0,675,0
2,537.197000891933,287.197000891933,925,537.197000891933
0,0,0,675,0
1,163.237262580126,0,838.237262580126,163.237262580126
0,0,0,675,0
0,0,0,675,0
1,263.44746811999,13.4474681199903,925,263.44746811999
0,0,0,675,0
0,0,0,675,0
1,452.526333870534,202.526333870534,925,452.526333870534
1,280.392615112529,30.3926151125291,925,280.392615112529
1,513.254965710934,263.254965710934,925,513.254965710934
0,0,0,675,0
2,1260.28141317931,1010.28141317931,925,1260.28141317931
0,0,0,675,0
2,375.764261069403,125.764261069403,925,375.764261069403
1,208.902167297294,0,883.902167297294,208.902167297294
1,120.037901395159,0,795.037901395159,120.037901395159
1,214.617594194162,0,889.617594194162,214.617594194162
1,770.381645156652,520.381645156652,925,770.381645156652
0,0,0,675,0
1,194.472416785383,0,869.472416785383,194.472416785383
2,364.40798985922,114.40798985922,925,364.40798985922
2,1680.35296211151,1430.35296211151,925,1680.35296211151
0,0,0,675,0
1,111.552828809561,0,786.552828809561,111.552828809561
1,156.411200986115,0,831.411200986115,156.411200986115
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,1058.55975016954,808.559750169536,925,1058.55975016954
1,108.794446083296,0,783.794446083296,108.794446083296
1,300.784561406856,50.7845614068562,925,300.784561406856
0,0,0,675,0
1,482.926040971469,232.926040971469,925,482.926040971469
1,379.498795909897,129.498795909897,925,379.498795909897
1,598.098509489277,348.098509489277,925,598.098509489277
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,480.408411289546,230.408411289546,925,480.408411289546
1,761.507116448284,511.507116448284,925,761.507116448284
0,0,0,675,0
0,0,0,675,0
1,424.719200041869,174.719200041869,925,424.719200041869
2,316.673712323467,66.6737123234668,925,316.673712323467
1,194.07353898807,0,869.07353898807,194.07353898807
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,638.712972769489,388.712972769489,925,638.712972769489
0,0,0,675,0
0,0,0,675,0
2,1884.53705884424,1634.53705884424,925,1884.53705884424
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,721.23918208823,471.23918208823,925,721.23918208823
0,0,0,675,0
1,480.640913444902,230.640913444902,925,480.640913444902
2,341.523692150037,91.5236921500372,925,341.523692150037
0,0,0,675,0
2,769.839530706705,519.839530706705,925,769.839530706705
0,0,0,675,0
1,2926.71795451476,2676.71795451476,925,2926.71795451476
3,697.777600305427,447.777600305427,925,697.777600305427
1,230.092066467399,0,905.092066467399,230.092066467399
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,551.466070232623,301.466070232623,925,551.466070232623
1,519.47401023365,269.47401023365,925,519.47401023365
2,754.016650075274,504.016650075274,925,754.016650075274
1,280.633698846282,30.6336988462817,925,280.633698846282
1,485.549982989845,235.549982989845,925,485.549982989845
1,215.692607264504,0,890.692607264504,215.692607264504
2,1112.18546150339,862.185461503387,925,1112.18546150339
0,0,0,675,0
1,2079.24194264446,1829.24194264446,925,2079.24194264446
1,270.399558986731,20.3995589867312,925,270.399558986731
2,1182.87001736431,932.870017364312,925,1182.87001736431
2,965.746399157845,715.746399157845,925,965.746399157845
2,777.508603099317,527.508603099317,925,777.508603099317
0,0,0,675,0
0,0,0,675,0
1,643.652070474579,393.652070474579,925,643.652070474579
2,283.4136929791,33.4136929790998,925,283.4136929791
0,0,0,675,0
1,601.16475241645,351.16475241645,925,601.16475241645
0,0,0,675,0
1,137.262033480112,0,812.262033480112,137.262033480112
0,0,0,675,0
1,183.840846246048,0,858.840846246048,183.840846246048
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,370.437116533375,120.437116533375,925,370.437116533375
0,0,0,675,0
0,0,0,675,0
1,222.263960200238,0,897.263960200238,222.263960200238
2,720.221975381082,470.221975381082,925,720.221975381082
0,0,0,675,0
0,0,0,675,0
1,345.88242995672,95.8824299567204,925,345.88242995672
0,0,0,675,0
1,324.828011372404,74.8280113724043,925,324.828011372404
2,1260.56498530473,1010.56498530473,925,1260.56498530473
0,0,0,675,0
0,0,0,675,0
1,506.530116899047,256.530116899047,925,506.530116899047
0,0,0,675,0
0,0,0,675,0
1,658.586197503843,408.586197503843,925,658.586197503843
0,0,0,675,0
2,1415.82450289961,1165.82450289961,925,1415.82450289961
0,0,0,675,0
0,0,0,675,0
1,639.563262345377,389.563262345377,925,639.563262345377
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,56.7186645802018,0,731.718664580202,56.7186645802018
0,0,0,675,0
1,225.901742147165,0,900.901742147165,225.901742147165
1,582.685105277369,332.685105277369,925,582.685105277369
1,363.585689587315,113.585689587315,925,363.585689587315
0,0,0,675,0
2,465.519548181769,215.519548181769,925,465.519548181769
0,0,0,675,0
0,0,0,675,0
2,482.233246639436,232.233246639436,925,482.233246639436
0,0,0,675,0
0,0,0,675,0
1,1998.06322779055,1748.06322779055,925,1998.06322779055
1,442.329122319556,192.329122319556,925,442.329122319556
0,0,0,675,0
0,0,0,675,0
1,246.41931298239,0,921.41931298239,246.41931298239
3,1405.02336316255,1155.02336316255,925,1405.02336316255
2,414.597953224354,164.597953224354,925,414.597953224354
1,620.644098887466,370.644098887466,925,620.644098887466
0,0,0,675,0
3,702.446445569582,452.446445569582,925,702.446445569582
1,79.8929118613141,0,754.892911861314,79.8929118613141
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,246.728145198764,0,921.728145198764,246.728145198764
0,0,0,675,0
0,0,0,675,0
1,1012.05200908404,762.052009084038,925,1012.05200908404
0,0,0,675,0
0,0,0,675,0
1,1167.99926270838,917.999262708384,925,1167.99926270838
0,0,0,675,0
1,732.331488947725,482.331488947725,925,732.331488947725
0,0,0,675,0
0,0,0,675,0
1,690.978566277566,440.978566277566,925,690.978566277566
2,717.595957908344,467.595957908344,925,717.595957908344
1,343.449233665405,93.4492336654049,925,343.449233665405
2,377.699218411173,127.699218411173,925,377.699218411173
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,271.58333727148,21.5833372714801,925,271.58333727148
0,0,0,675,0
2,859.137778805026,609.137778805026,925,859.137778805026
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,526.379456302744,276.379456302744,925,526.379456302744
2,573.961739913613,323.961739913613,925,573.961739913613
2,1247.37599771253,997.375997712535,925,1247.37599771253
2,612.963616736712,362.963616736712,925,612.963616736712
1,1120.89865843833,870.898658438333,925,1120.89865843833
0,0,0,675,0
1,185.233224028553,0,860.233224028553,185.233224028553
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
3,1498.52192971591,1248.52192971591,925,1498.52192971591
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,313.464126540111,63.464126540111,925,313.464126540111
1,264.216355117876,14.2163551178759,925,264.216355117876
0,0,0,675,0
1,529.037140572406,279.037140572406,925,529.037140572406
0,0,0,675,0
2,1545.81164430125,1295.81164430125,925,1545.81164430125
1,386.073382092548,136.073382092548,925,386.073382092548
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,126.720915782819,0,801.720915782819,126.720915782819
1,167.530025124163,0,842.530025124163,167.530025124163
1,961.757226499768,711.757226499768,925,961.757226499768
2,531.536422625688,281.536422625688,925,531.536422625688
4,1237.75718219229,987.757182192288,925,1237.75718219229
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
2,360.61845006305,110.61845006305,925,360.61845006305
1,359.735710010435,109.735710010435,925,359.735710010435
1,1007.34866848644,757.348668486437,925,1007.34866848644
0,0,0,675,0
2,562.234886212894,312.234886212894,925,562.234886212894
0,0,0,675,0
0,0,0,675,0
1,231.622822364936,0,906.622822364936,231.622822364936
1,242.330242448637,0,917.330242448637,242.330242448637
1,1446.9886563746,1196.9886563746,925,1446.9886563746
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,718.040641257511,468.040641257511,925,718.040641257511
2,1554.57672711359,1304.57672711359,925,1554.57672711359
2,1201.37540528696,951.375405286965,925,1201.37540528696
0,0,0,675,0
2,603.305699712933,353.305699712933,925,603.305699712933
1,127.647042344614,0,802.647042344614,127.647042344614
1,201.557114247378,0,876.557114247378,201.557114247378
1,896.629391843096,646.629391843096,925,896.629391843096
0,0,0,675,0
0,0,0,675,0
1,139.71295797941,0,814.71295797941,139.71295797941
1,424.315334224758,174.315334224758,925,424.315334224758
0,0,0,675,0
1,246.620616864683,0,921.620616864683,246.620616864683
0,0,0,675,0
0,0,0,675,0
1,939.028894771427,689.028894771427,925,939.028894771427
1,478.312955607536,228.312955607536,925,478.312955607536
1,211.395893230358,0,886.395893230358,211.395893230358
1,284.197218648361,34.1972186483606,925,284.197218648361
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,85.3949601820218,0,760.394960182022,85.3949601820218
0,0,0,675,0
0,0,0,675,0
0,0,0,675,0
1,652.607969285916,402.607969285916,925,652.607969285916
0,0,0,675,0
